group	Group1	Group2	Group1_genes	Group1_total	Group2_genes	Group2_total	Group	p_value	fdr	Pathway_Info	Level1	Level2
dog_VS_wolf	dog	wolf	121064	117868629	40220	32027002	dog	1.23E-258	2.96E-255	Legionellosis	Human Diseases	Infectious disease: bacterial
dog_VS_wolf	dog	wolf	2845	117868629	469	32027002	dog	2.60E-26	3.51E-23	Linoleic acid metabolism	Metabolism	Lipid metabolism
dog_VS_wolf	dog	wolf	509767	117868629	136668	32027002	dog	1.01E-05	0.00735817	Lipid biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	1467	117868629	209	32027002	dog	4.87E-21	6.18E-18	Lipid metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_wolf	dog	wolf	12505	117868629	2139	32027002	dog	1.36E-96	2.64E-93	Lipoarabinomannan (LAM) biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	291494	117868629	94045	32027002	dog	0	0	Lipopolysaccharide biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	20434	117868629	7300	32027002	dog	9.31E-86	1.75E-82	Longevity regulating pathway	Organismal Systems	Aging
dog_VS_wolf	dog	wolf	85452	117868629	24151	32027002	dog	7.23E-08	6.17E-05	Longevity regulating pathway - multiple species	Organismal Systems	Aging
dog_VS_wolf	dog	wolf	175771	117868629	53534	32027002	dog	4.51E-116	9.08E-113	Longevity regulating pathway - worm	Organismal Systems	Aging
dog_VS_wolf	dog	wolf	586487	117868629	130782	32027002	dog	0	0	Lysine biosynthesis	Metabolism	Amino acid metabolism
dog_VS_wolf	dog	wolf	149775	117868629	43872	32027002	dog	4.82E-43	7.47E-40	Lysine degradation	Metabolism	Amino acid metabolism
dog_VS_wolf	dog	wolf	141103	117868629	43543	32027002	dog	1.06E-116	2.14E-113	Lysosome	Cellular Processes	Transport and catabolism
dog_VS_wolf	dog	wolf	135	117868629	68	32027002	dog	7.06E-05	0.047013319	MAPK signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	15494	117868629	5509	32027002	dog	4.21E-63	7.43E-60	MAPK signaling pathway - fly	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	62644	117868629	15317	32027002	dog	2.82E-32	4.03E-29	MAPK signaling pathway - plant	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	4970	117868629	1672	32027002	dog	1.21E-13	1.31E-10	MAPK signaling pathway - yeast	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	2461	117868629	984	32027002	dog	2.65E-23	3.45E-20	Mannose type O-glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	1920	117868629	245	32027002	dog	2.08E-34	3.03E-31	Measles	Human Diseases	Infectious disease: viral
dog_VS_wolf	dog	wolf	18931	117868629	4789	32027002	dog	8.83E-06	0.006480507	Meiosis - yeast	Cellular Processes	Cell growth and death
dog_VS_wolf	dog	wolf	36144	117868629	8677	32027002	dog	1.01E-25	1.35E-22	Metabolism of xenobiotics by cytochrome P450	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_wolf	dog	wolf	709984	117868629	176717	32027002	dog	3.14E-244	7.44E-241	Methane metabolism	Metabolism	Energy metabolism
dog_VS_wolf	dog	wolf	35813	117868629	13929	32027002	dog	2.58E-267	6.26E-264	MicroRNAs in cancer	Human Diseases	Cancer: overview
dog_VS_wolf	dog	wolf	51342	117868629	13415	32027002	dog	5.19E-05	0.035365888	Mineral absorption	Organismal Systems	Digestive system
dog_VS_wolf	dog	wolf	826105	117868629	239508	32027002	dog	4.59E-171	1.01E-167	Mismatch repair	Genetic Information Processing	Replication and repair
dog_VS_wolf	dog	wolf	1458659	117868629	498405	32027002	dog	0	0	Mitochondrial biogenesis	Brite Hierarchies	Protein families: genetic information processing
dog_VS_wolf	dog	wolf	62	117868629	296	32027002	dog	3.60E-135	7.51E-132	Mitophagy - animal	Cellular Processes	Transport and catabolism
dog_VS_wolf	dog	wolf	38	117868629	128	32027002	dog	8.40E-53	1.39E-49	Mitophagy - yeast	Cellular Processes	Transport and catabolism
dog_VS_wolf	dog	wolf	204689	117868629	47993	32027002	dog	1.02E-191	2.31E-188	Monobactam biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	14701	117868629	2545	32027002	dog	2.90E-108	5.74E-105	N-Glycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	141517	117868629	61947	32027002	dog	0	0	NOD-like receptor signaling pathway	Organismal Systems	Immune system
dog_VS_wolf	dog	wolf	55774	117868629	15927	32027002	dog	3.60E-08	3.11E-05	Naphthalene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_wolf	dog	wolf	171769	117868629	33309	32027002	dog	0	0	Necroptosis	Cellular Processes	Cell growth and death
dog_VS_wolf	dog	wolf	68045	117868629	16787	32027002	dog	1.13E-29	1.57E-26	"Neomycin, kanamycin and gentamicin biosynthesis "	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	3257	117868629	1544	32027002	dog	2.34E-67	4.20E-64	Neuroactive ligand-receptor interaction	Environmental Information Processing	Signaling molecules and interaction
dog_VS_wolf	dog	wolf	574129	117868629	148557	32027002	dog	3.42E-64	6.07E-61	Nicotinate and nicotinamide metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	371139	117868629	67337	32027002	dog	0	0	Nitrogen metabolism	Metabolism	Energy metabolism
dog_VS_wolf	dog	wolf	36708	117868629	9418	32027002	dog	6.10E-07	0.000489563	Nitrotoluene degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_wolf	dog	wolf	4433	117868629	968	32027002	dog	3.40E-10	3.27E-07	Non-alcoholic fatty liver disease	Human Diseases	Endocrine and metabolic disease
dog_VS_wolf	dog	wolf	1242	117868629	1217	32027002	dog	2.13E-207	4.89E-204	Non-homologous end-joining	Genetic Information Processing	Replication and repair
dog_VS_wolf	dog	wolf	16518	117868629	1561	32027002	dog	0	0	Nonribosomal peptide structures	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_wolf	dog	wolf	126	117868629	88	32027002	dog	8.58E-11	8.43E-08	Notch signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	118809	117868629	27478	32027002	dog	2.30E-132	4.76E-129	Novobiocin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	349033	117868629	96234	32027002	dog	5.99E-05	0.040391411	Nucleotide excision repair	Genetic Information Processing	Replication and repair
dog_VS_wolf	dog	wolf	27451	117868629	2951	32027002	dog	0	0	Nucleotide metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_wolf	dog	wolf	560464	117868629	137003	32027002	dog	8.89E-277	2.17E-273	O-Antigen nucleotide sugar biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	504195	117868629	134935	32027002	dog	6.76E-07	0.000539665	One carbon pool by folate	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	7067	117868629	1429	32027002	dog	7.82E-26	1.05E-22	Osteoclast differentiation	Organismal Systems	Development and regeneration
dog_VS_wolf	dog	wolf	284662	117868629	62326	32027002	dog	0	0	Other glycan degradation	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	187747	117868629	56486	32027002	dog	2.11E-98	4.10E-95	Others	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_wolf	dog	wolf	1042547	117868629	261606	32027002	dog	3.88E-297	9.62E-294	Oxidative phosphorylation	Metabolism	Energy metabolism
dog_VS_wolf	dog	wolf	39105	117868629	9506	32027002	dog	7.51E-23	9.73E-20	PI3K-Akt signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	101722	117868629	25796	32027002	dog	2.07E-23	2.71E-20	PPAR signaling pathway	Organismal Systems	Endocrine system
dog_VS_wolf	dog	wolf	35879	117868629	4718	32027002	dog	0	0	Pancreatic secretion	Organismal Systems	Digestive system
dog_VS_wolf	dog	wolf	512560	117868629	124296	32027002	dog	3.30E-291	8.17E-288	Pantothenate and CoA biosynthesis	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	101427	117868629	46605	32027002	dog	0	0	Parkinson disease	Human Diseases	Neurodegenerative disease
dog_VS_wolf	dog	wolf	49736	117868629	15121	32027002	dog	4.52E-33	6.50E-30	Pathogenic Escherichia coli infection	Human Diseases	Infectious disease: bacterial
dog_VS_wolf	dog	wolf	49579	117868629	9385	32027002	dog	5.36E-245	1.27E-241	Pathways in cancer	Human Diseases	Cancer: overview
dog_VS_wolf	dog	wolf	30701	117868629	11295	32027002	dog	4.10E-159	8.83E-156	Pathways of neurodegeneration - multiple diseases	Human Diseases	Neurodegenerative disease
dog_VS_wolf	dog	wolf	2	117868629	53	32027002	dog	2.77E-33	3.99E-30	Pattern recognition receptors	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_wolf	dog	wolf	22080	117868629	4861	32027002	dog	5.69E-42	8.78E-39	Penicillin and cephalosporin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	406133	117868629	79958	32027002	dog	0	0	Pentose and glucuronate interconversions	Metabolism	Carbohydrate metabolism
dog_VS_wolf	dog	wolf	799580	117868629	205477	32027002	dog	1.71E-114	3.43E-111	Pentose phosphate pathway	Metabolism	Carbohydrate metabolism
dog_VS_wolf	dog	wolf	2123601	117868629	550014	32027002	dog	2.71E-226	6.33E-223	Peptidases and inhibitors	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	956472	117868629	243930	32027002	dog	2.75E-175	6.07E-172	Peptidoglycan biosynthesis	Metabolism	Glycan biosynthesis and metabolism
dog_VS_wolf	dog	wolf	1275788	117868629	320801	32027002	dog	0	0	Peptidoglycan biosynthesis and degradation proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	129117	117868629	33893	32027002	dog	1.39E-08	1.24E-05	Peroxisome	Cellular Processes	Transport and catabolism
dog_VS_wolf	dog	wolf	31701	117868629	4911	32027002	dog	0	0	Pertussis	Human Diseases	Infectious disease: bacterial
dog_VS_wolf	dog	wolf	76	117868629	75	32027002	dog	2.30E-14	2.54E-11	Phagosome	Cellular Processes	Transport and catabolism
dog_VS_wolf	dog	wolf	40396	117868629	6716	32027002	dog	0	0	Phenazine biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	643239	117868629	152619	32027002	dog	0	0	"Phenylalanine, tyrosine and tryptophan biosynthesis "	Metabolism	Amino acid metabolism
dog_VS_wolf	dog	wolf	207101	117868629	60153	32027002	dog	1.63E-46	2.60E-43	Phenylalanine metabolism	Metabolism	Amino acid metabolism
dog_VS_wolf	dog	wolf	124985	117868629	16265	32027002	dog	0	0	Phenylpropanoid biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	79810	117868629	24172	32027002	dog	1.46E-48	2.36E-45	Phosphatidylinositol signaling system	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	21968	117868629	7481	32027002	dog	1.72E-61	3.02E-58	Phospholipase D signaling pathway	Environmental Information Processing	Signal transduction
dog_VS_wolf	dog	wolf	63329	117868629	15952	32027002	dog	6.95E-18	8.30E-15	Phosphonate and phosphinate metabolism	Metabolism	Metabolism of other amino acids
dog_VS_wolf	dog	wolf	745345	117868629	200276	32027002	dog	8.55E-06	0.006283385	Phosphotransferase system (PTS)	Environmental Information Processing	Membrane transport
dog_VS_wolf	dog	wolf	430663	117868629	103894	32027002	dog	9.65E-267	2.33E-263	Photosynthesis	Metabolism	Energy metabolism
dog_VS_wolf	dog	wolf	34458	117868629	21	32027002	dog	0	0	Photosynthesis - antenna proteins	Metabolism	Energy metabolism
dog_VS_wolf	dog	wolf	469910	117868629	105209	32027002	dog	0	0	Photosynthesis proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	187777	117868629	87519	32027002	dog	0	0	Plant-pathogen interaction	Organismal Systems	Environmental adaptation
dog_VS_wolf	dog	wolf	94	117868629	1	32027002	dog	4.59E-09	4.19E-06	Platelet activation	Organismal Systems	Immune system
dog_VS_wolf	dog	wolf	50927	117868629	9030	32027002	dog	0	0	Platinum drug resistance	Human Diseases	Drug resistance: antineoplastic
dog_VS_wolf	dog	wolf	3681	117868629	269	32027002	dog	7.53E-140	1.58E-136	Polycyclic aromatic hydrocarbon degradation	Metabolism	Xenobiotics biodegradation and metabolism
dog_VS_wolf	dog	wolf	13001	117868629	1239	32027002	dog	0	0	Polyketide biosynthesis proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	193801	117868629	44673	32027002	dog	3.23E-223	7.50E-220	Polyketide sugar unit biosynthesis	Metabolism	Metabolism of terpenoids and polyketides
dog_VS_wolf	dog	wolf	600450	117868629	223274	32027002	dog	0	0	Porphyrin and chlorophyll metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	211359	117868629	63388	32027002	dog	1.10E-103	2.16E-100	Prenyltransferases	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	19351	117868629	5877	32027002	dog	1.38E-13	1.49E-10	Primary bile acid biosynthesis	Metabolism	Lipid metabolism
dog_VS_wolf	dog	wolf	53673	117868629	15442	32027002	dog	4.70E-10	4.49E-07	Primary immunodeficiency	Human Diseases	Immune disease
dog_VS_wolf	dog	wolf	10601	117868629	2176	32027002	dog	1.23E-34	1.79E-31	Prion disease	Human Diseases	Neurodegenerative disease
dog_VS_wolf	dog	wolf	130437	117868629	36372	32027002	dog	1.30E-05	0.009387208	Prodigiosin biosynthesis	Metabolism	Biosynthesis of other secondary metabolites
dog_VS_wolf	dog	wolf	31346	117868629	7563	32027002	dog	6.68E-21	8.44E-18	Progesterone-mediated oocyte maturation	Organismal Systems	Endocrine system
dog_VS_wolf	dog	wolf	937047	117868629	222617	32027002	dog	0	0	Prokaryotic defense system	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_wolf	dog	wolf	26489	117868629	6413	32027002	dog	5.19E-17	6.13E-14	Prolactin signaling pathway	Organismal Systems	Endocrine system
dog_VS_wolf	dog	wolf	600334	117868629	176243	32027002	dog	8.55E-178	1.89E-174	Propanoate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_wolf	dog	wolf	31351	117868629	7573	32027002	dog	1.45E-20	1.82E-17	Prostate cancer	Human Diseases	Cancer: specific types
dog_VS_wolf	dog	wolf	2092	117868629	737	32027002	dog	3.12E-09	2.86E-06	Proteasome	Brite Hierarchies	Protein families: genetic information processing
dog_VS_wolf	dog	wolf	22515	117868629	5180	32027002	dog	4.82E-28	6.61E-25	Protein digestion and absorption	Organismal Systems	Digestive system
dog_VS_wolf	dog	wolf	689138	117868629	208620	32027002	dog	0	0	Protein export	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_wolf	dog	wolf	487419	117868629	85958	32027002	dog	0	0	Protein kinases	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	118156	117868629	28398	32027002	dog	7.36E-79	1.36E-75	Protein phosphatases and associated proteins	Brite Hierarchies	Protein families: metabolism
dog_VS_wolf	dog	wolf	298757	117868629	75525	32027002	dog	2.12E-71	3.83E-68	Protein processing	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_wolf	dog	wolf	92952	117868629	18060	32027002	dog	0	0	Protein processing in endoplasmic reticulum	Genetic Information Processing	" Folding, sorting and degradation "
dog_VS_wolf	dog	wolf	44114	117868629	14552	32027002	dog	1.30E-88	2.45E-85	Proteoglycans in cancer	Human Diseases	Cancer: overview
dog_VS_wolf	dog	wolf	27799	117868629	11176	32027002	dog	1.15E-252	2.76E-249	Proximal tubule bicarbonate reclamation	Organismal Systems	Excretory system
dog_VS_wolf	dog	wolf	1832460	117868629	508123	32027002	dog	5.78E-38	8.66E-35	Purine metabolism	Metabolism	Nucleotide metabolism
dog_VS_wolf	dog	wolf	1276777	117868629	386871	32027002	dog	0	0	Pyrimidine metabolism	Metabolism	Nucleotide metabolism
dog_VS_wolf	dog	wolf	1018523	117868629	288308	32027002	dog	7.05E-84	1.32E-80	Pyruvate metabolism	Metabolism	Carbohydrate metabolism
dog_VS_wolf	dog	wolf	1466798	117868629	390643	32027002	dog	2.99E-29	4.14E-26	Quorum sensing	Cellular Processes	Cellular community - prokaryotes
dog_VS_wolf	dog	wolf	4368	117868629	1642	32027002	dog	8.43E-28	1.15E-24	RIG-I-like receptor signaling pathway	Organismal Systems	Immune system
dog_VS_wolf	dog	wolf	187899	117868629	53545	32027002	dog	3.57E-22	4.60E-19	RNA polymerase	Genetic Information Processing	Transcription
dog_VS_wolf	dog	wolf	117525	117868629	25186	32027002	dog	2.00E-269	4.85E-266	RNA transport	Genetic Information Processing	Translation
dog_VS_wolf	dog	wolf	105	117868629	0	32027002	dog	2.31E-11	2.32E-08	Relaxin signaling pathway	Organismal Systems	Endocrine system
dog_VS_wolf	dog	wolf	6888	117868629	978	32027002	dog	6.10E-94	1.18E-90	Renal cell carcinoma	Human Diseases	Cancer: specific types
dog_VS_wolf	dog	wolf	2786	117868629	460	32027002	dog	1.24E-25	1.65E-22	Renin-angiotensin system	Organismal Systems	Endocrine system
dog_VS_wolf	dog	wolf	1499383	117868629	461440	32027002	dog	0	0	Replication and repair	Not Included in Pathway or Brite	Unclassified: genetic information processing
dog_VS_wolf	dog	wolf	28821	117868629	8646	32027002	dog	1.25E-15	1.42E-12	Retinol metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	354	117868629	387	32027002	dog	9.69E-76	1.77E-72	Retrograde endocannabinoid signaling	Organismal Systems	Nervous system
dog_VS_wolf	dog	wolf	7137	117868629	1494	32027002	dog	4.86E-21	6.17E-18	Rheumatoid arthritis	Human Diseases	Immune disease
dog_VS_wolf	dog	wolf	218498	117868629	61331	32027002	dog	1.27E-12	1.34E-09	Riboflavin metabolism	Metabolism	Metabolism of cofactors and vitamins
dog_VS_wolf	dog	wolf	4387590	117868629	1625451	32027002	dog	0	0	Ribosome	Genetic Information Processing	Translation
dog_VS_wolf	dog	wolf	4387507	117868629	1625433	32027002	dog	0	0	Ribosome	Brite Hierarchies	Protein families: genetic information processing
dog_VS_wolf	dog	wolf	2020656	117868629	622524	32027002	dog	0	0	Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing
dog_VS_wolf	dog	wolf	48282	117868629	15326	32027002	dog	1.66E-61	2.91E-58	Ribosome biogenesis in eukaryotes	Genetic Information Processing	Translation
dog_VS_wolf	dog	wolf	35881	117868629	4689	32027002	dog	0	0	Salivary secretion	Organismal Systems	Digestive system
dog_VS_wolf	dog	wolf	193094	117868629	77577	32027002	dog	0	0	Salmonella infection	Human Diseases	Infectious disease: bacterial
dog_VS_wolf	dog	wolf	69565	117868629	21201	32027002	dog	1.46E-47	2.35E-44	Secondary bile acid biosynthesis	Metabolism	Lipid metabolism
dog_VS_wolf	dog	wolf	14956	117868629	1754	32027002	dog	8.68E-302	2.16E-298	Secondary metabolism	Not Included in Pathway or Brite	Unclassified: metabolism
dog_VS_wolf	dog	wolf	1143203	117868629	328244	32027002	dog	1.04E-170	2.28E-167	Secretion system	Brite Hierarchies	Protein families: signaling and cellular processes
dog_VS_wolf	dog	wolf	332407	117868629	83117	32027002	dog	7.93E-104	1.56E-100	Selenocompound metabolism	Metabolism	Metabolism of other amino acids
